GDP, current prices (Billions of U.S. dollars);1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029
Thailand;33,422;35,999;37,799;41,366;43,179;40,185;44,52;52,204;63,704;74,637;88,467;101,247;115,576;128,889;146,684;169,279;183,035;150,18;113,676;126,669;126,392;120,296;134,301;152,281;172,896;189,318;221,758;262,943;291,383;281,711;341,105;370,819;397,558;420,334;407,339;401,296;413,366;456,357;506,754;543,977;500,462;506,256;495,646;514,945;548,89;573,394;605,762;643,894;678,622;710,434

